name2	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds
INTS5	NM_030628	chr11	-	62646847	62653302	62647019	62653249	2	62646847,62653169,	62649999,62653302,
C11orf98	NM_001286086	chr11	-	62662816	62665210	62663049	62665169	4	62662816,62663235,62664848,62665130,	62663159,62663333,62664973,62665210,
LBHD1	NM_024099	chr11	-	62662816	62671769	62663128	62670031	7	62662816,62663235,62664848,62667522,62669640,62669881,62671563,	62663159,62663333,62664973,62667747,62669803,62670041,62671769,
CSKMT	NM_001043229	chr11	+	62665311	62668108	62665879	62667051	3	62665311,62665646,62666395,	62665332,62665946,62668108,
UQCC3	NM_001085372	chr11	+	62671672	62673686	62671745	62672114	2	62671672,62671952,	62671865,62673686,
UBXN1	NM_001286078	chr11	-	62676497	62679117	62676589	62678923	7	62676497,62676812,62677517,62677780,62677926,62678689,62678864,	62676639,62677005,62677634,62677832,62678118,62678743,62679117,
UBXN1	NM_001286077	chr11	-	62676499	62679073	62676589	62678923	9	62676499,62676812,62677517,62677780,62677926,62678338,62678494,62678689,62678864,	62676639,62677005,62677634,62677832,62678118,62678408,62678601,62678743,62679073,
UBXN1	NM_015853	chr11	-	62676499	62679073	62676717	62678923	8	62676499,62677517,62677780,62677926,62678338,62678494,62678689,62678864,	62677005,62677634,62677832,62678118,62678408,62678601,62678743,62679073,
LRRN4CL	NM_203422	chr11	-	62686405	62689530	62687791	62688508	2	62686405,62689426,	62688513,62689530,
BSCL2	NM_001122955	chr11	-	62690261	62707707	62690366	62707195	11	62690261,62690611,62690786,62691074,62691279,62692375,62692662,62694567,62702467,62705300,62707108,	62690521,62690692,62690867,62691141,62691421,62692473,62692797,62694711,62702549,62705617,62707707,
BSCL2	NM_001130702	chr11	-	62690261	62706315	62690647	62705512	10	62690261,62690611,62690786,62691074,62692375,62692662,62694567,62702467,62705300,62706202,	62690521,62690692,62690867,62691141,62692473,62692797,62694711,62702549,62705617,62706315,
BSCL2	NM_032667	chr11	-	62690261	62706315	62690366	62705512	11	62690261,62690611,62690786,62691074,62691279,62692375,62692662,62694567,62702467,62705300,62706202,	62690521,62690692,62690867,62691141,62691421,62692473,62692797,62694711,62702549,62705617,62706315,
GNG3	NM_012202	chr11	+	62707675	62709201	62708295	62708806	3	62707675,62708294,62708677,	62707915,62708394,62709201,
HNRNPUL2	NM_001079559	chr11	-	62712629	62727457	62715298	62727156	14	62712629,62715499,62715863,62716988,62720022,62721294,62721819,62722116,62722600,62722812,62723586,62723913,62724290,62726618,	62715379,62715607,62715937,62717189,62720191,62721423,62721942,62722380,62722713,62722903,62723726,62723990,62724426,62727457,
TTC9C	NM_001318812	chr11	+	62728072	62738636	62728848	62738382	4	62728072,62728822,62735381,62738287,	62728227,62729086,62735564,62738636,
TTC9C	NM_001318813	chr11	+	62728479	62738636	62728848	62738382	4	62728479,62728822,62735381,62738287,	62728736,62729086,62735564,62738636,
TTC9C	NM_173810	chr11	+	62728485	62738636	62728848	62738382	3	62728485,62735381,62738287,	62729086,62735564,62738636,
POLR2G	NM_002696	chr11	+	62761579	62766710	62761648	62766507	8	62761579,62761794,62762866,62765181,62765339,62765652,62766242,62766493,	62761660,62761904,62763026,62765232,62765405,62765724,62766276,62766710,
TAF6L	NM_006473	chr11	+	62771395	62787341	62775783	62787296	11	62771395,62775770,62776383,62777977,62778284,62778868,62781893,62782112,62782692,62786259,62786516,	62771490,62775930,62776470,62778128,62778335,62778963,62781968,62782333,62782825,62786388,62787341,
TMEM179B	NM_199337	chr11	+	62787401	62790400	62787431	62790047	5	62787401,62789022,62789291,62789600,62789885,	62787527,62789210,62789426,62789679,62790400,
TMEM223	NM_001080501	chr11	-	62789970	62792006	62790622	62791994	2	62789970,62791678,	62790915,62792006,
NXF1	NM_001081491	chr11	-	62792129	62805440	62800321	62805356	20	62792129,62792640,62794257,62794934,62795900,62796065,62796286,62796459,62797182,62797317,62798538,62801093,62801328,62801561,62801738,62801941,62802176,62803418,62803791,62805328,	62792514,62792701,62794440,62795007,62795943,62796181,62796345,62796567,62797238,62797386,62800486,62801201,62801417,62801631,62801819,62802046,62802260,62803572,62803978,62805440,
NXF1	NM_006362	chr11	-	62792129	62805440	62792475	62805356	21	62792129,62792640,62794257,62794934,62795900,62796065,62796286,62796459,62797182,62797317,62798538,62800376,62801093,62801328,62801561,62801738,62801941,62802176,62803418,62803791,62805328,	62792514,62792701,62794440,62795007,62795943,62796181,62796345,62796567,62797238,62797386,62798575,62800486,62801201,62801417,62801631,62801819,62802046,62802260,62803572,62803978,62805440,
STX5	NM_001244666	chr11	-	62806859	62832051	62807608	62831243	11	62806859,62824165,62824458,62825035,62825282,62825422,62827154,62827342,62827560,62831018,62831953,	62807666,62824287,62824565,62825117,62825339,62825539,62827225,62827398,62827631,62831262,62832051,
STX5	NM_001330294	chr11	-	62806859	62832051	62807468	62831081	11	62806859,62824165,62824458,62825035,62825282,62825422,62827154,62827342,62827560,62831018,62831953,	62807628,62824287,62824565,62825117,62825339,62825539,62827225,62827398,62827631,62831110,62832051,
STX5	NM_003164	chr11	-	62806859	62832051	62807468	62831243	11	62806859,62824165,62824458,62825035,62825282,62825422,62827154,62827342,62827560,62831018,62831953,	62807628,62824287,62824565,62825117,62825339,62825539,62827225,62827398,62827631,62831262,62832051,
WDR74	NM_001307977	chr11	-	62832904	62839659	62832951	62839570	10	62832904,62833791,62834275,62834426,62835430,62835694,62835960,62839113,62839321,62839506,	62833131,62833937,62834331,62834527,62835532,62835841,62836036,62839235,62839428,62839659,
WDR74	NM_018093	chr11	-	62832904	62840156	62832951	62839570	12	62832904,62833617,62833791,62834275,62834426,62835430,62835694,62835960,62839113,62839321,62839506,62840077,	62833131,62833674,62833937,62834331,62834527,62835532,62835841,62836036,62839235,62839428,62839659,62840156,
SLC3A2	NM_001012662	chr11	+	62856108	62888860	62856269	62888693	12	62856108,62871576,62876783,62881018,62881892,62882907,62884456,62884631,62885176,62885464,62888134,62888330,	62856381,62871669,62876879,62881447,62882066,62882999,62884525,62884690,62885357,62885608,62888218,62888860,
SLC3A2	NM_001012664	chr11	+	62856108	62888860	62856269	62888693	10	62856108,62881018,62881892,62882907,62884456,62884631,62885176,62885464,62888134,62888330,	62856381,62881447,62882066,62882999,62884525,62884690,62885357,62885608,62888218,62888860,
SLC3A2	NM_002394	chr11	+	62856108	62888860	62856269	62888693	12	62856108,62870744,62871576,62881018,62881892,62882907,62884456,62884631,62885176,62885464,62888134,62888330,	62856381,62870837,62871669,62881447,62882066,62882999,62884525,62884690,62885357,62885608,62888218,62888860,
SLC3A2	NM_001013251	chr11	+	62880895	62888860	62881023	62888693	9	62880895,62881892,62882907,62884456,62884631,62885176,62885464,62888134,62888330,	62881447,62882066,62882999,62884525,62884690,62885357,62885608,62888218,62888860,
CHRM1	NM_000738	chr11	-	62908678	62921363	62909717	62911100	2	62908678,62921217,	62911178,62921363,
SLC22A6	NM_004790	chr11	-	62976596	62984967	62976793	62984690	10	62976596,62977144,62979487,62979733,62980984,62981259,62981841,62983536,62983943,62984321,	62976881,62977387,62979596,62979948,62981100,62981383,62982010,62983691,62984047,62984967,
SLC22A6	NM_153276	chr11	-	62976596	62984967	62976793	62984690	10	62976596,62977183,62979487,62979733,62980984,62981259,62981841,62983536,62983943,62984321,	62976881,62977387,62979596,62979948,62981100,62981383,62982010,62983691,62984047,62984967,
SLC22A6	NM_153277	chr11	-	62976596	62984967	62976793	62984690	10	62976596,62977183,62979487,62979733,62980984,62981259,62981841,62983536,62983943,62984321,	62976881,62977255,62979596,62979948,62981100,62981383,62982010,62983691,62984047,62984967,
SLC22A6	NM_153278	chr11	-	62976596	62984967	62976793	62984690	10	62976596,62977144,62979487,62979733,62980984,62981259,62981841,62983536,62983943,62984321,	62976881,62977255,62979596,62979948,62981100,62981383,62982010,62983691,62984047,62984967,
SLC22A8	NM_001184732	chr11	-	62992823	63015845	62993236	63014958	11	62992823,62993423,62993769,62994541,62995703,62996028,62998920,62999687,63000719,63014625,63015728,	62993336,62993627,62993878,62994756,62995819,62996152,62999089,62999842,63000823,63014962,63015845,
SLC22A8	NM_001184733	chr11	-	62992823	63015845	62993236	63014685	11	62992823,62993423,62993769,62994541,62995703,62996028,62998920,62999687,63000719,63014625,63015728,	62993336,62993627,62993878,62994756,62995819,62996152,62999089,62999842,63000823,63014710,63015845,
SLC22A8	NM_001184736	chr11	-	62992823	63015845	62993236	63000787	10	62992823,62993423,62993769,62994541,62995703,62996028,62998920,62999687,63000719,63015728,	62993336,62993627,62993878,62994756,62995819,62996152,62999089,62999842,63000823,63015845,
SLC22A8	NM_004254	chr11	-	62992823	63015841	62993236	63014958	11	62992823,62993423,62993769,62994541,62995703,62996028,62998920,62999687,63000719,63014625,63015728,	62993336,62993627,62993878,62994756,62995819,62996152,62999089,62999842,63000823,63014983,63015841,
SLC22A24	NM_001136506	chr11	-	63079939	63144221	63079939	63143779	10	63079939,63080919,63081557,63083242,63095990,63104174,63118911,63119180,63134664,63143377,	63080000,63081123,63081666,63083457,63096106,63104298,63119080,63119335,63134768,63144221,
SLC22A24	NM_173586	chr11	-	63118520	63144221	63118772	63143779	4	63118520,63119180,63134664,63143377,	63119080,63119335,63134768,63144221,
SLC22A25	NM_199352	chr11	-	63163169	63229652	63163823	63229652	9	63163169,63164525,63166043,63180659,63183693,63217313,63217580,63228460,63229250,	63164073,63164634,63166258,63180775,63183817,63217482,63217735,63228564,63229652,
SLC22A10	NM_001039752	chr11	+	63289902	63311782	63290165	63311034	10	63289902,63291539,63297302,63297558,63298919,63299513,63302328,63304107,63304685,63311006,	63290567,63291643,63297457,63297727,63299043,63299629,63302543,63304216,63304889,63311782,
SLC22A9	NM_080866	chr11	+	63369784	63410293	63370056	63409862	10	63369784,63371134,63373643,63373893,63375644,63382158,63406496,63408111,63408675,63409801,	63370458,63371238,63373798,63374062,63375768,63382277,63406711,63408220,63408879,63410293,
PLAAT5	NM_001146728	chr11	-	63461403	63491167	63463530	63491034	6	63461403,63466159,63468356,63488870,63490242,63490886,	63463595,63466372,63468465,63488976,63490363,63491167,
PLAAT5	NM_001146729	chr11	-	63461403	63491167	63463502	63491034	6	63461403,63466109,63468356,63488870,63490242,63490886,	63463595,63466372,63468465,63488976,63490333,63491167,
PLAAT5	NM_054108	chr11	-	63461403	63491167	63463502	63491034	6	63461403,63466109,63468356,63488870,63490242,63490886,	63463595,63466372,63468465,63488976,63490363,63491167,
LGALS12	NM_001142535	chr11	+	63506083	63516772	63506458	63516393	9	63506083,63508552,63508774,63509777,63510462,63511078,63511751,63515562,63516246,	63506527,63508641,63508991,63509897,63510501,63511105,63511840,63515713,63516772,
LGALS12	NM_001142536	chr11	+	63506083	63516772	63506458	63516393	8	63506083,63508552,63508777,63509777,63510462,63511751,63515562,63516246,	63506527,63508641,63508991,63509897,63510501,63511840,63515713,63516772,
LGALS12	NM_033101	chr11	+	63506083	63516772	63506458	63516393	9	63506083,63508552,63508777,63509777,63510462,63511078,63511751,63515562,63516246,	63506527,63508641,63508991,63509897,63510501,63511105,63511840,63515713,63516772,
LGALS12	NM_001142537	chr11	+	63507986	63516772	63508600	63516393	8	63507986,63508777,63509777,63510462,63511078,63511751,63515562,63516246,	63508641,63508991,63509897,63510501,63511105,63511840,63515713,63516772,
LGALS12	NM_001142538	chr11	+	63507986	63516772	63508600	63516393	7	63507986,63508777,63509777,63510462,63511751,63515562,63516246,	63508641,63508991,63509897,63510501,63511840,63515713,63516772,
PLAAT4	NM_004585	chr11	+	63536807	63546458	63536868	63546256	4	63536807,63539515,63544620,63546148,	63536877,63539624,63544889,63546458,
PLAAT2	NM_017878	chr11	-	63552769	63563379	63552963	63563324	4	63552769,63558391,63560084,63563315,	63553065,63558660,63560193,63563379,
PLAAT3	NM_001128203	chr11	-	63574470	63614469	63574944	63614014	5	63574470,63590099,63598060,63613999,63614384,	63575046,63590368,63598163,63614068,63614469,
PLAAT3	NM_007069	chr11	-	63574470	63614437	63574944	63614014	4	63574470,63590099,63598060,63613999,	63575046,63590368,63598163,63614437,
ATL3	NM_001290048	chr11	-	63624086	63671974	63629318	63659244	13	63624086,63631039,63633025,63635533,63636206,63643356,63644168,63646506,63651935,63652470,63658760,63659037,63671635,	63629405,63631471,63633097,63635590,63636334,63643495,63644261,63646563,63651986,63652575,63658904,63659252,63671974,
ATL3	NM_015459	chr11	-	63624086	63671376	63629318	63671335	13	63624086,63631039,63633025,63635533,63636206,63643356,63644168,63646506,63651935,63652470,63658760,63659037,63671289,	63629405,63631471,63633097,63635590,63636334,63643495,63644261,63646563,63651986,63652575,63658904,63659252,63671376,
RTN3	NM_201429	chr11	+	63681449	63759891	63681636	63758201	8	63681449,63704850,63749990,63752506,63753068,63753661,63756111,63758155,	63681778,63704907,63750198,63752645,63753138,63753708,63756170,63759891,
RTN3	NM_001265589	chr11	+	63681499	63759870	63681636	63758201	9	63681499,63704850,63718701,63749990,63752506,63753068,63753661,63756111,63758155,	63681778,63704907,63721032,63750198,63752645,63753138,63753708,63756170,63759870,
RTN3	NM_001265590	chr11	+	63681499	63759870	63681636	63758201	8	63681499,63718980,63749990,63752506,63753068,63753661,63756111,63758155,	63681778,63721032,63750198,63752645,63753138,63753708,63756170,63759870,
RTN3	NM_001265591	chr11	+	63681499	63759870	63681636	63758391	4	63681499,63749990,63756111,63758155,	63681778,63750198,63756170,63759870,
RTN3	NM_006054	chr11	+	63681499	63759870	63681636	63758201	7	63681499,63749990,63752506,63753068,63753661,63756111,63758155,	63681778,63750198,63752645,63753138,63753708,63756170,63759870,
RTN3	NM_201428	chr11	+	63681499	63759870	63681636	63758201	8	63681499,63718701,63749990,63752506,63753068,63753661,63756111,63758155,	63681778,63721032,63750198,63752645,63753138,63753708,63756170,63759870,
RTN3	NM_201430	chr11	+	63681499	63759870	63681636	63758275	6	63681499,63749990,63752506,63753068,63753661,63758155,	63681778,63750198,63752645,63753138,63753708,63759870,
C11orf95	NM_001144936	chr11	-	63759891	63768775	63763417	63768622	5	63759891,63764037,63764867,63765806,63768483,	63763869,63764598,63765254,63766304,63768775,
SPINDOC	NM_138471	chr11	+	63813455	63827716	63813686	63827139	6	63813455,63817804,63818215,63818526,63818801,63826927,	63813813,63818134,63818365,63818652,63819002,63827716,
MARK2	NM_001039469	chr11	+	63838927	63911020	63839506	63909237	19	63838927,63895158,63895579,63898231,63898607,63898762,63899051,63899873,63900558,63900779,63900956,63902197,63902600,63903060,63903985,63904785,63906087,63908259,63908876,	63839560,63895338,63895633,63898280,63898673,63898833,63899108,63900110,63900678,63900879,63901069,63902330,63902782,63903158,63904147,63905043,63906114,63908304,63911020,
MARK2	NM_001163296	chr11	+	63839109	63911020	63839506	63909237	17	63839109,63895158,63895579,63898231,63898607,63898762,63899051,63899873,63900558,63900779,63900956,63902197,63902600,63903060,63904785,63906087,63908876,	63839560,63895338,63895633,63898280,63898673,63898833,63899108,63900110,63900678,63900879,63901069,63902330,63902782,63903158,63905043,63906114,63911020,
MARK2	NM_001163297	chr11	+	63839109	63911020	63839506	63909237	16	63839109,63895158,63895579,63898231,63898607,63898762,63899051,63899873,63900558,63900779,63900956,63902197,63902603,63903060,63904785,63908876,	63839560,63895338,63895633,63898280,63898673,63898833,63899108,63900110,63900678,63900879,63901069,63902330,63902782,63903158,63905043,63911020,
MARK2	NM_004954	chr11	+	63839109	63911020	63839506	63909237	17	63839109,63895158,63895579,63898231,63898607,63898762,63899051,63899873,63900558,63900779,63900956,63902197,63902603,63903060,63904785,63908259,63908876,	63839560,63895338,63895633,63898280,63898673,63898833,63899108,63900110,63900678,63900879,63901069,63902330,63902782,63903158,63905043,63908304,63911020,
MARK2	NM_017490	chr11	+	63888536	63911020	63895203	63909237	18	63888536,63895158,63895579,63898231,63898607,63898762,63899051,63899873,63900558,63900779,63900956,63902197,63902603,63903060,63903985,63904785,63908259,63908876,	63888964,63895338,63895633,63898280,63898673,63898833,63899108,63900110,63900678,63900879,63901069,63902330,63902782,63903158,63904147,63905043,63908304,63911020,
RCOR2	NM_173587	chr11	-	63911229	63917164	63911864	63916456	12	63911229,63912304,63912675,63912869,63913953,63914260,63914416,63914654,63914901,63915177,63915554,63916329,	63912179,63912534,63912733,63912947,63914169,63914330,63914541,63914816,63914954,63915258,63915611,63917164,
NAA40	NM_024771	chr11	+	63939001	63957319	63939096	63954479	8	63939001,63945839,63946950,63952237,63952406,63952755,63953971,63954337,	63939102,63945935,63947003,63952333,63952565,63952839,63954049,63957319,
NAA40	NM_001300800	chr11	+	63939330	63957319	63945896	63954479	8	63939330,63945839,63946950,63952237,63952406,63952755,63953971,63954337,	63939534,63945935,63947003,63952333,63952565,63952839,63954049,63957319,
COX8A	NM_004074	chr11	+	63974619	63976543	63974680	63976320	2	63974619,63976224,	63974794,63976543,
OTUB1	NM_017670	chr11	+	63985852	63998420	63986456	63997546	7	63985852,63988336,63988653,63996529,63996856,63997049,63997348,	63986514,63988398,63988752,63996648,63996941,63997244,63998420,
MACROD1	NM_014067	chr11	-	63998557	64166113	63998867	64165994	11	63998557,63998837,63998954,63999330,63999529,63999641,64000226,64015251,64151238,64152291,64165696,	63998687,63998872,63999036,63999404,63999560,63999763,64000343,64015281,64151355,64152393,64166113,
FLRT1	NM_013280	chr11	+	64103889	64119173	64116267	64118292	2	64103889,64116218,	64104181,64119173,
STIP1	NM_001282652	chr11	+	64185271	64204548	64185824	64204126	14	64185271,64193077,64194188,64194478,64195644,64197270,64197492,64197853,64199939,64200168,64202875,64203124,64203449,64204053,	64185974,64193287,64194330,64194620,64195813,64197397,64197595,64197974,64200036,64200293,64202912,64203228,64203622,64204548,
STIP1	NM_001282653	chr11	+	64186170	64204543	64186261	64204126	14	64186170,64193077,64194260,64194478,64195644,64197270,64197492,64197853,64199939,64200168,64202875,64203124,64203449,64204053,	64186270,64193287,64194330,64194620,64195813,64197397,64197595,64197974,64200036,64200293,64202912,64203228,64203622,64204543,
STIP1	NM_006819	chr11	+	64186170	64204543	64186261	64204126	14	64186170,64193077,64194188,64194478,64195644,64197270,64197492,64197853,64199939,64200168,64202875,64203124,64203449,64204053,	64186270,64193287,64194330,64194620,64195813,64197397,64197595,64197974,64200036,64200293,64202912,64203228,64203622,64204543,
FERMT3	NM_178443	chr11	+	64206679	64223891	64207364	64223492	15	64206679,64207350,64210610,64211051,64211274,64211644,64219250,64219523,64219739,64219878,64220219,64220435,64221015,64223047,64223312,	64206814,64207524,64210844,64211171,64211443,64211747,64219358,64219658,64219789,64220015,64220326,64220669,64221140,64223189,64223891,
FERMT3	NM_031471	chr11	+	64206720	64223891	64207364	64223492	15	64206720,64207350,64210610,64211051,64211274,64211644,64219250,64219523,64219739,64219890,64220219,64220435,64221015,64223047,64223312,	64206814,64207524,64210844,64211171,64211443,64211747,64219358,64219658,64219789,64220015,64220326,64220669,64221140,64223189,64223891,
TRPT1	NM_001160389	chr11	-	64223798	64226254	64223875	64225860	8	64223798,64224099,64224284,64224542,64224794,64225498,64225785,64226049,	64223967,64224210,64224341,64224717,64224970,64225580,64225869,64226254,
TRPT1	NM_001160392	chr11	-	64223798	64226254	64223875	64225860	7	64223798,64224284,64224542,64224800,64225498,64225785,64226049,	64223967,64224341,64224717,64224970,64225580,64225869,64226254,
TRPT1	NM_001033678	chr11	-	64223815	64226186	64223875	64225860	8	64223815,64224099,64224284,64224542,64224800,64225498,64225785,64226049,	64223967,64224210,64224341,64224717,64224970,64225580,64225869,64226186,
TRPT1	NM_001160390	chr11	-	64223815	64226186	64223875	64225860	8	64223815,64224099,64224284,64224542,64224800,64225498,64225785,64226061,	64223967,64224210,64224341,64224717,64224970,64225580,64225869,64226186,
TRPT1	NM_001330298	chr11	-	64223815	64226186	64223875	64225508	6	64223815,64224284,64224542,64224800,64225498,64226049,	64223967,64224341,64224717,64224970,64225580,64226186,
TRPT1	NM_031472	chr11	-	64223815	64226186	64223875	64225508	7	64223815,64224099,64224284,64224542,64224800,64225498,64226049,	64223967,64224210,64224341,64224717,64224970,64225580,64226186,
NUDT22	NM_001128612	chr11	+	64226257	64230016	64226652	64229990	6	64226257,64226634,64227567,64229246,64229477,64229849,	64226297,64227132,64227666,64229344,64229571,64230016,
NUDT22	NM_001271831	chr11	+	64226257	64230016	64226652	64229990	5	64226257,64226634,64229246,64229477,64229849,	64226297,64227132,64229344,64229571,64230016,
NUDT22	NM_001128613	chr11	+	64226273	64230016	64226652	64229990	5	64226273,64226634,64229246,64229477,64229849,	64226427,64227132,64229344,64229571,64230016,
NUDT22	NM_032344	chr11	+	64226273	64230016	64226652	64229990	6	64226273,64226634,64227567,64229246,64229477,64229849,	64226427,64227132,64227666,64229344,64229571,64230016,
DNAJC4	NM_005528	chr11	+	64230280	64234281	64230854	64234184	7	64230280,64230431,64231870,64232429,64232703,64233893,64234072,	64230319,64230940,64231964,64232614,64232865,64233980,64234281,
DNAJC4	NM_001307980	chr11	+	64230431	64234281	64230854	64234113	5	64230431,64231870,64232429,64232700,64233893,	64230940,64231964,64232614,64232865,64234281,
VEGFB	NM_001243733	chr11	+	64234583	64239264	64234833	64238377	7	64234583,64235457,64235812,64236253,64237186,64237520,64238355,	64234893,64235500,64236009,64236327,64237222,64237655,64239264,
VEGFB	NM_003377	chr11	+	64234583	64239264	64234833	64237633	7	64234583,64235457,64235812,64236253,64237186,64237419,64238355,	64234893,64235500,64236009,64236327,64237222,64237655,64239264,
FKBP2	NM_004470	chr11	+	64241094	64244132	64242387	64244029	6	64241094,64242383,64243198,64243450,64243840,64243967,	64241132,64242558,64243311,64243497,64243876,64244132,
FKBP2	NM_001135208	chr11	+	64241131	64244135	64242387	64244029	6	64241131,64242383,64243198,64243450,64243840,64243967,	64241238,64242558,64243311,64243497,64243876,64244135,
FKBP2	NM_057092	chr11	+	64242115	64244135	64242387	64244029	6	64242115,64242383,64243198,64243450,64243840,64243967,	64242213,64242558,64243311,64243497,64243876,64244135,
PPP1R14B	NM_138689	chr11	-	64244478	64246943	64244753	64246673	4	64244478,64244929,64245203,64246415,	64244822,64244962,64245287,64246943,
PLCB3	NM_000932	chr11	+	64251529	64269452	64251649	64267556	31	64251529,64254414,64254747,64254897,64255233,64255395,64255540,64255720,64256375,64256617,64258472,64258884,64259057,64260028,64261399,64261580,64261951,64262406,64262646,64263497,64263690,64264020,64264950,64265191,64265309,64265885,64266125,64266314,64266494,64267184,64267352,	64251748,64254492,64254816,64255038,64255313,64255449,64255616,64255821,64256542,64256764,64258713,64258969,64259244,64260234,64261496,64261665,64262076,64262561,64262808,64263597,64263795,64264112,64265104,64265227,64265502,64266039,64266202,64266404,64266552,64267271,64269452,
PLCB3	NM_001184883	chr11	+	64251529	64269452	64251649	64267556	29	64251529,64254951,64255233,64255395,64255540,64255720,64256375,64256617,64258472,64258884,64259057,64260028,64261399,64261580,64261951,64262406,64262646,64263497,64263690,64264020,64264950,64265191,64265309,64265885,64266125,64266314,64266494,64267184,64267352,	64251748,64255038,64255313,64255449,64255616,64255821,64256542,64256764,64258713,64258969,64259244,64260234,64261496,64261665,64262076,64262561,64262808,64263597,64263795,64264112,64265104,64265227,64265502,64266039,64266202,64266404,64266552,64267271,64269452,
PLCB3	NM_001316314	chr11	+	64251529	64269452	64251649	64267556	32	64251529,64254414,64254747,64254897,64255233,64255395,64255540,64255720,64256375,64256617,64258472,64258884,64259057,64260028,64261399,64261580,64261951,64262406,64262646,64263497,64263690,64264020,64264950,64265191,64265309,64265885,64266125,64266314,64266494,64267184,64267352,64268503,	64251748,64254492,64254816,64255038,64255313,64255449,64255616,64255821,64256542,64256764,64258713,64258969,64259244,64260234,64261496,64261665,64262076,64262561,64262808,64263597,64263795,64264112,64265104,64265227,64265502,64266039,64266202,64266404,64266552,64267271,64267570,64269452,
BAD	NM_004322	chr11	-	64269827	64284704	64270208	64284368	3	64269827,64271612,64284181,	64270337,64271803,64284704,
BAD	NM_032989	chr11	-	64269829	64284665	64270208	64284368	4	64269829,64271612,64284181,64284630,	64270337,64271803,64284376,64284665,
GPR137	NM_001170726	chr11	+	64284338	64289500	64284366	64289365	9	64284338,64284680,64286509,64286964,64287720,64288064,64288339,64288602,64289142,	64284442,64284763,64286881,64287014,64287946,64288214,64288468,64288721,64289500,
GPR137	NM_001170881	chr11	+	64284842	64289494	64286524	64289196	7	64284842,64286509,64286964,64287720,64288339,64288602,64289036,	64285380,64286881,64287014,64287946,64288468,64288721,64289494,
GPR137	NM_001177358	chr11	+	64284842	64289500	64286524	64289087	7	64284842,64286509,64286964,64287720,64288064,64288339,64289036,	64285262,64286881,64287014,64287946,64288214,64288468,64289500,
GPR137	NM_001170880	chr11	+	64285847	64289494	64286524	64289196	7	64285847,64286964,64287720,64288064,64288339,64288602,64289036,	64286881,64287014,64287946,64288214,64288468,64288721,64289494,
GPR137	NM_020155	chr11	+	64285847	64289494	64286524	64289365	7	64285847,64286964,64287720,64288064,64288339,64288602,64289142,	64286881,64287014,64287946,64288214,64288468,64288721,64289494,
KCNK4	NM_033310	chr11	+	64291301	64300031	64293018	64299726	7	64291301,64292941,64296877,64297118,64297466,64298109,64299345,	64291566,64293207,64297001,64297279,64297653,64298249,64300031,
KCNK4	NM_001317090	chr11	+	64291997	64300031	64293018	64299726	7	64291997,64292941,64296877,64297118,64297466,64298109,64299345,	64292118,64293207,64297001,64297279,64297653,64298249,64300031,
ESRRA	NM_004451	chr11	+	64305523	64316740	64307179	64315966	7	64305523,64307167,64313950,64314238,64314740,64315000,64315706,	64305736,64307504,64314067,64314367,64314911,64315270,64316740,
ESRRA	NM_001282451	chr11	+	64305527	64316740	64307179	64315966	7	64305527,64307167,64313950,64314238,64314743,64315000,64315706,	64305736,64307504,64314067,64314367,64314911,64315270,64316740,
ESRRA	NM_001282450	chr11	+	64306226	64316740	64307179	64315966	7	64306226,64307167,64313950,64314238,64314740,64315000,64315706,	64306448,64307504,64314067,64314367,64314911,64315270,64316740,
TRMT112	NM_001286082	chr11	-	64316459	64317559	64316860	64317526	4	64316459,64317057,64317263,64317448,	64316968,64317132,64317365,64317559,
TRMT112	NM_001286084	chr11	-	64316459	64317559	64317006	64317526	3	64316459,64317263,64317448,	64317147,64317365,64317559,
TRMT112	NM_016404	chr11	-	64316459	64317559	64316860	64317526	4	64316459,64317057,64317263,64317448,	64316968,64317147,64317365,64317559,
PRDX5	NM_012094	chr11	+	64318120	64321811	64318215	64321691	6	64318120,64319733,64320660,64320864,64321006,64321585,	64318386,64319868,64320792,64320903,64321068,64321811,
PRDX5	NM_181651	chr11	+	64318120	64321811	64318215	64321691	5	64318120,64319733,64320864,64321006,64321585,	64318386,64319868,64320903,64321068,64321811,
PRDX5	NM_181652	chr11	+	64318120	64321811	64318215	64321691	4	64318120,64320864,64321006,64321585,	64318386,64320903,64321068,64321811,
CCDC88B	NM_032251	chr11	+	64340203	64357534	64340266	64357094	27	64340203,64340606,64340906,64341108,64341269,64341420,64341598,64341993,64342293,64342521,64343178,64343506,64343777,64343996,64349330,64349550,64351159,64351475,64352129,64352743,64353053,64353350,64353714,64354003,64355193,64355559,64357038,	64340326,64340752,64341018,64341178,64341328,64341504,64341742,64342139,64342375,64342680,64343325,64343615,64343914,64345157,64349458,64349668,64351255,64351616,64352386,64352887,64353240,64353496,64353813,64354170,64355400,64355628,64357534,
RPS6KA4	NM_001300802	chr11	+	64359161	64372215	64359235	64371480	17	64359161,64359377,64360162,64360476,64361133,64361468,64361641,64361851,64365300,64368131,64368488,64368703,64369445,64369698,64370224,64370562,64371282,	64359290,64359449,64360381,64360592,64361241,64361549,64361745,64362002,64365465,64368260,64368601,64368797,64369619,64369893,64370384,64370726,64372215,
